,OrderDate,ShipMode,CustomerName,Segment,Country,City,State,PostalCode,Region,Category,Sub-Category,ProductName,Sales,Quantity,Discount,Profit
29,2021-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.20000000000002,3,0.2,15.524999999999991
30,2021-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,Poly String Tie Envelopes,3.2640000000000002,2,0.2,1.1015999999999997
31,2021-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.709199999999989
32,2021-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858000000000001,6,0.7,5.715
33,2021-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.5460000000000007
34,2021-10-19,Second Class,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.946799999999998
35,2021-12-08,First Class,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,Technology,Phones,GE 30524EE4,1097.5440000000003,7,0.2,123.4736999999999
36,2021-12-08,First Class,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,147.96300000000002
37,2021-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415
38,2021-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,46.97640000000001
39,2021-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,15.146999999999991
40,2021-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.75639999999996
41,2021-09-10,Standard Class,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.556399999999996
42,2021-07-17,Standard Class,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.8939999999999912
43,2021-09-19,Standard Class,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.56160000000001
44,2021-03-11,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714
45,2021-03-11,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.206199999999999
46,2021-10-20,Second Class,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.478399999999993
47,2021-06-20,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.950000000000001
48,2021-06-20,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104000000000001
49,2021-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634
50,2021-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Labels,Avery 485,75.17999999999999,6,0.0,35.334599999999995
51,2021-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568
52,2021-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.098099999999988
53,2021-12-11,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,Advantus Push Pins,15.260000000000002,7,0.0,6.256600000000001
54,2021-12-11,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,10024,East,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855
55,2021-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.139999999999986
56,2021-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,Xerox 232,32.400000000000006,5,0.0,15.552000000000001
57,2021-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098000000000006
58,2021-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888
59,2021-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3000000000000007
60,2021-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Office Supplies,Binders,Plastic Binding Combs,48.480000000000004,4,0.2,16.362
61,2021-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84
62,2021-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.151200000000001
63,2021-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612
64,2021-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631
65,2021-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.332800000000006
66,2021-04-30,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.11499999999998,5,0.3,15.22250000000001
67,2021-12-05,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.0240000000001,8,0.2,111.30239999999998
68,2021-12-05,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.96800000000002,4,0.2,62.988
69,2021-06-04,First Class,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.663599999999995
70,2021-09-18,Standard Class,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.7309999999999999
71,2021-09-14,Second Class,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.049999999999997,3,0.0,8.763
72,2021-04-26,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.9360000000001,8,0.2,114.39120000000003
73,2021-04-26,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.2129999999999974
74,2021-04-26,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,18.196
75,2021-12-09,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,Economy Binders,1.2479999999999998,3,0.8,1.9344000000000006
76,2021-12-09,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,5.8248000000000015
77,2021-12-09,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.240000000000002,3,0.2,2.724000000000002
78,2021-11-26,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,14.475000000000001
79,2021-06-12,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.20320000000001
80,2021-06-12,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.740000000000002,3,0.0,8.0352
81,2021-10-12,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172000000000001
82,2021-10-12,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.203099999999999
83,2021-09-03,Standard Class,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98400000000004,7,0.2,62.807499999999976
84,2021-11-13,First Class,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,48.9549
85,2021-05-28,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.215599999999995
86,2021-10-26,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.796599999999998
87,2021-10-26,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568
88,2021-04-05,Second Class,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.36800000000002,7,0.2,13.857199999999999
89,2021-09-17,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.632999999999998
90,2021-09-17,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.278199999999998
91,2021-09-17,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104000000000003
92,2021-01-31,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208000000000006
93,2021-01-31,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.535399999999996
94,2021-01-31,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504
95,2021-11-06,Standard Class,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682000000000001,1,0.7,3.7880000000000003
96,2021-11-09,Second Class,Parhena Norris,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426
97,2021-06-17,First Class,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592
98,2021-09-06,Standard Class,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.585199999999993
99,2021-08-29,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.618399999999994
100,2021-08-29,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.97600000000001,3,0.2,10.79730000000001
101,2021-08-29,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.7879999999999996,3,0.8,3.0396
102,2021-12-01,Second Class,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.7208
103,2021-11-13,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.89600000000002,6,0.2,26.875800000000012
104,2021-11-13,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.35999999999999,3,0.2,3.8385000000000105
105,2021-11-13,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882000000000005,3,0.7,25.8174
106,2021-11-23,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11200000000001,8,0.2,17.6016
107,2021-11-23,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,Speck Products Candyshell Flip Case,27.992000000000004,1,0.2,2.0993999999999993
108,2021-11-23,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,Newell Chalk Holder,3.3040000000000003,1,0.2,1.0737999999999999
109,2021-10-15,Standard Class,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96000000000004,5,0.2,67.99199999999996
110,2021-12-25,Standard Class,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.909600000000001
111,2021-11-03,Standard Class,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.78799999999999
112,2021-11-03,Standard Class,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.240000000000002,6,0.0,13.3476
113,2021-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096000000000004,14,0.2,14.534799999999997
114,2021-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.720000000000001,2,0.2,1.6519999999999997
115,2021-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 1921,23.976000000000003,3,0.2,7.492499999999999
116,2021-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
117,2021-03-02,Standard Class,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.38129999999995
118,2021-04-05,Standard Class,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.79400000000004,1,0.7,115.7156
119,2021-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.345599999999997
120,2021-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.878
121,2021-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.436800000000005
122,2021-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.75899999999999
123,2021-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0.0,19.731599999999997
124,2021-12-26,Second Class,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,8.579400000000078
125,2021-09-20,Standard Class,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,407.68200000000013
126,2021-11-05,Standard Class,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.3880000000000003,2,0.7,1.8308
127,2021-11-05,Standard Class,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99200000000002,7,0.2,30.49899999999998
128,2021-11-06,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,9.160199999999996
129,2021-11-06,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.241599999999977
130,2021-02-02,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.96999999999999,5,0.4,11.993999999999993
131,2021-02-02,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.363999999999997
132,2021-02-02,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.973199999999998
133,2021-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,Xerox 195,20.04,3,0.0,9.6192
134,2021-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,Xerox 1880,35.44,1,0.0,16.656799999999997
135,2021-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0.0,3.4559999999999995
136,2021-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0.0,1.9697999999999998
137,2021-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,0.2,26.661599999999996
138,2021-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0.0,18.446400000000004
139,2021-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.120000000000005,14,0.0,20.697599999999998
